"nr","time","veikla","grupe","paj","dsk","val","atlyg","ter","nace1","nace2"
10418,2008.25,70,3,1763691,3.5,1794,72729,13,702000,682000
10418,2008.5,70,3,4647444,3.5,1794,64722,13,702000,682000
10418,2008.75,70,3,4710488,5,2338,75505,13,702000,682000
10439,2005,70,3,,,,,,,
10439,2005.25,70,3,,,,,41,701100,411000
10439,2005.5,70,3,,,,,41,701200,681000
10439,2005.75,70,3,,,,,41,701200,681000
10439,2006,70,3,,5.5,,22697,,,
10439,2006.25,70,3,,6.5,,39925,41,701100,411000
10439,2006.5,70,3,,7,,31315,41,701200,681000
10439,2006.75,70,3,,6,,35052,41,701200,681000
10439,2007,70,3,0,6,,43431,,,
10439,2007.25,70,3,334542,6,4541,43431,41,701100,411000
10439,2007.5,70,3,4708708,10,4038,45935,41,701200,681000
10439,2007.75,70,3,5859026,9.5,4500,42962,41,701200,681000
10439,2008,70,3,110103,8.5,3040,45546,,,
10439,2008.25,70,3,,8,493,44039,41,701100,411000
10439,2008.5,70,3,,7.5,493,42312,41,701200,681000
10439,2008.75,70,3,0,5,,41552,41,701200,681000
10442,2005,70,3,,,,,19,701210,681000
10442,2005.25,70,3,,,,,19,701210,681000
10442,2005.5,70,3,,,,,19,701210,681000
10442,2005.75,70,3,,,,,19,701210,681000
10442,2006,70,3,,2,,1650,19,701210,681000
10442,2006.25,70,3,,2,,1650,19,701210,681000
10442,2006.5,70,3,,2,,1800,19,701210,681000
10442,2006.75,70,3,,2,,1800,19,701210,681000
10442,2007,70,3,,2,,1800,19,701210,681000
10442,2007.25,70,3,,2,,1800,19,701210,681000
10442,2007.5,70,3,,2,,2705,19,701210,681000
10442,2007.75,70,3,,2.5,,3074,19,701210,681000
10442,2008,70,3,1800,3,6,3600,19,701210,681000
10442,2008.25,70,3,300,3,744,3600,19,701210,681000
10442,2008.5,70,3,284,3,654,3600,19,701210,681000
10442,2008.75,70,3,314,3,438,3496,19,701210,681000
10482,2005,70,3,,,,,29,701100,411000
10482,2005.25,70,3,,,,,29,701100,411000
10482,2005.5,70,3,,,,,29,701100,411000
10482,2005.75,70,3,,,,,29,701100,411000
10482,2006,70,3,,1,,1400,29,701100,411000
10482,2006.25,70,3,,2,,3429,29,701100,411000
10482,2006.5,70,3,,3,,26231,29,701100,411000
10482,2006.75,70,3,,2.5,,28147,29,701100,411000
10482,2007,70,3,,2,,28489,29,701100,411000
10482,2007.25,70,3,0,2,,28489,29,701100,411000
10482,2007.5,70,3,,2,226,5041,29,701100,411000
10482,2007.75,70,3,,2,126,2700,29,701100,411000
10482,2008,70,3,,2,120,2700,29,701100,411000
10482,2008.25,70,3,,2,124,2700,29,701100,411000
10482,2008.5,70,3,,2,128,2700,29,701100,411000
10482,2008.75,70,3,0,2,126,2700,29,701100,411000
10499,2005,70,3,,,,,13,701100,411000
10499,2005.25,70,3,,,,,13,701100,411000
10499,2005.5,70,3,,,,,13,701100,411000
10499,2005.75,70,3,,,,,13,701100,411000
10499,2006,70,3,,1,,825,13,701100,411000
10499,2006.25,70,3,,1,,825,13,701100,411000
10499,2006.5,70,3,,1,,900,13,701100,411000
10499,2006.75,70,3,,1,,900,13,701100,411000
10499,2007,70,3,4800,1.5,488,1828,13,701100,411000
10499,2007.25,70,3,4800,2,496,1828,13,701100,411000
10499,2007.5,70,3,4800,2,504,2100,13,701100,411000
10499,2007.75,70,3,87345,2,504,2100,13,701100,411000
10499,2008,70,3,37693,2.5,472,3043,13,701100,411000
10499,2008.25,70,3,,3,,6322,13,701100,411000
10499,2008.5,70,3,6079584,3,744,6322,13,701100,411000
10499,2008.75,70,3,17954390,3,1260,6098,13,701100,411000
10514,2005,70,3,,,,,13,701000,681000
10514,2005.25,70,3,,,,,13,701200,681000
10514,2005.5,70,3,,,,,91,701200,681000
10514,2005.75,70,3,,,,,91,701200,681000
10514,2006,70,3,,28,,85948,13,701000,681000
10514,2006.25,70,3,,27,,81210,13,701200,681000
10514,2006.5,70,3,,26,,96789,91,701200,681000
10514,2006.75,70,3,,20,,90329,91,701200,681000
10514,2007,70,3,260862,15.5,5500,60441,13,701000,681000
10514,2007.25,70,3,321059,16,5867,60441,13,701200,681000
10514,2007.5,70,3,346328,16.5,6195,87171,91,701200,681000
10514,2007.75,70,3,433296,16.5,7515,86285,91,701200,681000
10514,2008,70,3,293047,15.5,7490,93034,13,701000,681000
10514,2008.25,70,3,180777,15.5,4462,84462,13,701200,681000
10514,2008.5,70,3,495985,15.5,5758,90019,91,701200,681000
10514,2008.75,70,3,479716,11.5,5758,110502,91,701200,681000
10515,2005,70,3,,,,,13,702000,682000
10515,2005.25,70,3,,,,,13,702000,682000
10515,2005.5,70,3,,,,,13,702000,682000
10515,2005.75,70,3,,,,,13,702000,682000
10515,2006,70,3,,3,,2475,13,702000,682000
10515,2006.25,70,3,,3,,2499,13,702000,682000
10515,2006.5,70,3,,3,,2658,13,702000,682000
10515,2006.75,70,3,,3,,2700,13,702000,682000
10515,2007,70,3,,3,,2833,13,702000,682000
10515,2007.25,70,3,,3,,2833,13,702000,682000
10515,2007.5,70,3,,3,,2901,13,702000,682000
10515,2007.75,70,3,,3,,3158,13,702000,682000
10515,2008,70,3,,3,716,3600,13,702000,682000
10515,2008.25,70,3,,3,715,3612,13,702000,682000
10515,2008.5,70,3,,3,715,3552,13,702000,682000
10515,2008.75,70,3,0,3,710,3509,13,702000,682000
10534,2005,70,3,,,,,13,930500,855100
10534,2005.25,70,3,,,,,13,702000,682000
10534,2005.5,70,3,,,,,13,702000,682000
10534,2005.75,70,3,,,,,13,702000,682000
10534,2006,70,3,75740,2,464,3880,13,930500,855100
10534,2006.25,70,3,79565,2,376,3464,13,702000,682000
10534,2006.5,70,3,86915,2,504,4050,13,702000,682000
10534,2006.75,70,3,86915,2,796,4050,13,702000,682000
10534,2007,70,3,,2,,4050,13,930500,855100
10534,2007.25,70,3,,2,,4050,13,702000,682000
10534,2007.5,70,3,,2.5,,5042,13,702000,682000
10534,2007.75,70,3,,2,,4050,13,702000,682000
10534,2008,70,3,,2,,4050,13,930500,855100
10534,2008.25,70,3,,2,,4064,13,702000,682000
10534,2008.5,70,3,,2,,4050,13,702000,682000
10534,2008.75,70,3,0,2,,4050,13,702000,682000
10598,2005,70,3,,,,,13,701100,411000
10598,2005.25,70,3,,,,,13,701100,411000
10598,2005.5,70,3,,,,,13,701100,411000
10598,2005.75,70,3,,,,,13,701200,681000
10598,2006,70,3,,1,,6561,13,701100,411000
10598,2006.25,70,3,,1,,6561,13,701100,411000
10598,2006.5,70,3,,1,,6561,13,701100,411000
10598,2006.75,70,3,,1,,6561,13,701200,681000
10598,2007,70,3,40584,1,328,6460,13,701100,411000
10598,2007.25,70,3,26370,1,479,6460,13,701100,411000
10598,2007.5,70,3,20641,1,502,6561,13,701100,411000
10598,2007.75,70,3,20617,1,389,4420,13,701200,681000
10598,2008,70,3,43331,1,510,3050,13,701100,411000
10598,2008.25,70,3,43295,1,494,3150,13,701100,411000
10598,2008.5,70,3,41115,1,511,3150,13,701100,411000
10598,2008.75,70,3,44150,1,504,3150,13,701200,681000
10600,2005,70,3,,,,,13,741310,732000
10600,2005.25,70,3,,,,,13,741310,732000
10600,2005.5,70,3,,,,,13,701200,681000
10600,2005.75,70,3,,,,,13,701200,681000
10600,2006,70,3,0,1,0,825,13,741310,732000
10600,2006.25,70,3,0,1,240,825,13,741310,732000
10600,2006.5,70,3,0,1,252,900,13,701200,681000
10600,2006.75,70,3,0,1,248,900,13,701200,681000
10600,2007,70,3,0,1,480,900,13,741310,732000
10600,2007.25,70,3,0,1,488,900,13,741310,732000
10600,2007.5,70,3,25304,1,252,1050,13,701200,681000
10600,2007.75,70,3,35430,1,252,1050,13,701200,681000
10600,2008,70,3,,1,,1200,13,741310,732000
10600,2008.25,70,3,,1,,1200,13,741310,732000
10600,2008.5,70,3,,1,,1200,13,701200,681000
10600,2008.75,70,3,0,1,,1200,13,701200,681000
10604,2005,70,3,,,,,13,703100,683100
10604,2005.25,70,3,,,,,13,703100,683100
10604,2005.5,70,3,,,,,13,703100,683100
10604,2005.75,70,3,,,,,13,701100,411000
10604,2006,70,3,,8.5,,79036,13,703100,683100
10604,2006.25,70,3,,9,,107629,13,703100,683100
10604,2006.5,70,3,,12,,159432,13,703100,683100
10604,2006.75,70,3,,16,,228986,13,701100,411000
10604,2007,70,3,44572,18,9317,269813,13,703100,683100
10604,2007.25,70,3,32603,18,7453,269813,13,703100,683100
10604,2007.5,70,3,32283,15.5,6645,205911,13,703100,683100
10604,2007.75,70,3,32667,15.5,6336,191953,13,701100,411000
10604,2008,70,3,68043,15.5,6039,189955,13,703100,683100
10604,2008.25,70,3,33279,14.5,6039,167294,13,703100,683100
10604,2008.5,70,3,198408,12,3643,112198,13,703100,683100
10604,2008.75,70,3,162758,8.5,2410,73427,13,701100,411000
10607,2005,70,3,,,,,13,701100,411000
10607,2005.25,70,3,,,,,13,701100,411000
10607,2005.5,70,3,,,,,13,701100,411000
10607,2005.75,70,3,,,,,13,701200,681000
10607,2006,70,3,,2,,9648,13,701100,411000
10607,2006.25,70,3,,2,,11681,13,701100,411000
10607,2006.5,70,3,,2,,13600,13,701100,411000
10607,2006.75,70,3,,2,,13672,13,701200,681000
10607,2007,70,3,,2,,13623,13,701100,411000
10607,2007.25,70,3,,2,,13623,13,701100,411000
10607,2007.5,70,3,,2,,13740,13,701100,411000
10607,2007.75,70,3,,2,,13869,13,701200,681000
10607,2008,70,3,217494,2,657,13623,13,701100,411000
10607,2008.25,70,3,103824,2,677,13623,13,701100,411000
10607,2008.5,70,3,103824,2,677,13792,13,701100,411000
10607,2008.75,70,3,167631,2,690,13623,13,701200,681000
10631,2005,70,3,,,,,73,701000,681000
10631,2005.25,70,3,,,,,13,701200,681000
10631,2005.5,70,3,,,,,13,701200,681000
10631,2005.75,70,3,,,,,13,701200,681000
10631,2006,70,3,,1,,197,73,701000,681000
10631,2006.25,70,3,,1,,201,13,701200,681000
10631,2006.5,70,3,,1,,219,13,701200,681000
10631,2006.75,70,3,,1,,219,13,701200,681000
10631,2007,70,3,0,1,219,219,73,701000,681000
10631,2007.25,70,3,0,1,65,219,13,701200,681000
10631,2007.5,70,3,,1,60,251,13,701200,681000
10631,2007.75,70,3,,1,70,251,13,701200,681000
10631,2008,70,3,,1,,291,73,701000,681000
10631,2008.25,70,3,,1,,291,13,701200,681000
10631,2008.5,70,3,,1,,291,13,701200,681000
10631,2008.75,70,3,0,1,,291,13,701200,681000
10632,2005,70,3,,,,,13,701200,681000
10632,2005.25,70,3,,,,,13,701200,681000
10632,2005.5,70,3,,,,,13,702000,682000
10632,2005.75,70,3,,,,,13,702000,682000
10632,2006,70,3,4909425,1,60,300,13,701200,681000
10632,2006.25,70,3,4897316,1,60,300,13,701200,681000
10632,2006.5,70,3,4911806,1,60,300,13,702000,682000
10632,2006.75,70,3,4926267,1,60,300,13,702000,682000
10632,2007,70,3,4988051,1,60,300,13,701200,681000
10632,2007.25,70,3,5176886,1,60,300,13,701200,681000
10632,2007.5,70,3,5191180,1,60,300,13,702000,682000
10632,2007.75,70,3,5739226,0.5,60,300,13,702000,682000
10632,2008,70,3,5903939,0.5,60,300,13,701200,681000
10632,2008.25,70,3,3561885,1,60,300,13,701200,681000
10632,2008.5,70,3,5465732,1,60,300,13,702000,682000
10632,2008.75,70,3,5612529,1,60,300,13,702000,682000
10660,2005,70,3,,,,,13,701200,681000
10660,2005.25,70,3,,,,,13,701200,681000
10660,2005.5,70,3,,,,,13,702000,682000
10660,2005.75,70,3,,,,,13,702000,682000
10660,2006,70,3,392423,1,122,750,13,701200,681000
10660,2006.25,70,3,18570,1.5,122,834,13,701200,681000
10660,2006.5,70,3,98586,2,83,1005,13,702000,682000
10660,2006.75,70,3,162751,2,62,1002,13,702000,682000
10660,2007,70,3,396789,1.5,26,332,13,701200,681000
10660,2007.25,70,3,16490,2,30,332,13,701200,681000
10660,2007.5,70,3,191231,1,17,130,13,702000,682000
10660,2007.75,70,3,21723,1,16,175,13,702000,682000
10660,2008,70,3,453557,1,30,351,13,701200,681000
10660,2008.25,70,3,0,1,29,252,13,701200,681000
10660,2008.5,70,3,12628,1,20,189,13,702000,682000
10660,2008.75,70,3,0,1,32,252,13,702000,682000
10667,2005,70,3,,,,,13,701200,681000
10667,2005.25,70,3,,,,,13,701200,681000
10667,2005.5,70,3,,,,,13,702000,682000
10667,2005.75,70,3,,,,,13,702000,682000
10667,2006,70,3,,3,,31510,13,701200,681000
10667,2006.25,70,3,,2.5,,23955,13,701200,681000
10667,2006.5,70,3,,2,,17940,13,702000,682000
10667,2006.75,70,3,,2,,18137,13,702000,682000
10667,2007,70,3,1070511,2,336,17735,13,701200,681000
10667,2007.25,70,3,1065108,2,331,17735,13,701200,681000
10667,2007.5,70,3,1089785,2,286,18611,13,702000,682000
10667,2007.75,70,3,1118580,2,343,17735,13,702000,682000
10667,2008,70,3,1125557,2,324,22394,13,701200,681000
10667,2008.25,70,3,1125934,2,324,23110,13,701200,681000
10667,2008.5,70,3,1128978,2,458,22986,13,702000,682000
10667,2008.75,70,3,1130116,2,529,22800,13,702000,682000
10704,2005,70,3,,,,,,,
10704,2005.25,70,3,,,,,13,701100,411000
10704,2005.5,70,3,,,,,13,701100,411000
10704,2005.75,70,3,,,,,13,701100,411000
10704,2006,70,3,,2,,2910,,,
10704,2006.25,70,3,,2.5,,3510,13,701100,411000
10704,2006.5,70,3,,3,,4710,13,701100,411000
10704,2006.75,70,3,,3,,4710,13,701100,411000
10704,2007,70,3,,3,,6310,,,
10704,2007.25,70,3,,3,,6310,13,701100,411000
10704,2007.5,70,3,,3.5,,10946,13,701100,411000
10704,2007.75,70,3,,3,,9510,13,701100,411000
10704,2008,70,3,,3,80,9510,,,
10704,2008.25,70,3,,3,418,9510,13,701100,411000
10704,2008.5,70,3,,3,433,9510,13,701100,411000
10704,2008.75,70,3,0,3,433,9510,13,701100,411000
10716,2005,70,3,,,,,13,703100,683100
10716,2005.25,70,3,,,,,13,703100,683100
10716,2005.5,70,3,,,,,13,702000,682000
10716,2005.75,70,3,,,,,13,702000,682000
10716,2006,70,3,266090,4,624,8323,13,703100,683100
10716,2006.25,70,3,278140,2.5,471,5114,13,703100,683100
10716,2006.5,70,3,210427,2,388,3298,13,702000,682000
10716,2006.75,70,3,221196,3,388,5892,13,702000,682000
10716,2007,70,3,,5,,12607,13,703100,683100
10716,2007.25,70,3,,5,,12607,13,703100,683100
10716,2007.5,70,3,,6,,17936,13,702000,682000
10716,2007.75,70,3,,8.5,,32015,13,702000,682000
10716,2008,70,3,,12.5,,68162,13,703100,683100
10716,2008.25,70,3,,13.5,,67686,13,703100,683100
10716,2008.5,70,3,,13,,67652,13,702000,682000
10716,2008.75,70,3,0,13.5,,68401,13,702000,682000
10719,2005,70,3,,,,,13,701200,681000
10719,2005.25,70,3,,,,,13,701200,681000
10719,2005.5,70,3,,,,,13,701200,681000
10719,2005.75,70,3,,,,,13,701200,711210
10719,2006,70,3,,1,,839,13,701200,681000
10719,2006.25,70,3,,1,,838,13,701200,681000
10719,2006.5,70,3,,1,,889,13,701200,681000
10719,2006.75,70,3,,1,,891,13,701200,711210
10719,2007,70,3,,1,,900,13,701200,681000
10719,2007.25,70,3,,1,,900,13,701200,681000
10719,2007.5,70,3,,2,,2357,13,701200,681000
10719,2007.75,70,3,,2,,2336,13,701200,711210
10719,2008,70,3,12200,2,480,2486,13,701200,681000
10719,2008.25,70,3,18300,2,476,2707,13,701200,681000
10719,2008.5,70,3,19650,2.5,596,6659,13,701200,681000
10719,2008.75,70,3,0,2,,3877,13,701200,711210
10720,2005,70,3,,,,,41,741400,702200
10720,2005.25,70,3,,,,,41,741400,702200
10720,2005.5,70,3,,,,,13,701200,681000
10720,2005.75,70,3,,,,,13,701200,681000
10720,2006,70,3,,1,,150,41,741400,702200
10720,2006.25,70,3,,1,,150,41,741400,702200
10720,2006.5,70,3,,1,,650,13,701200,681000
10720,2006.75,70,3,,2,,2214,13,701200,681000
10720,2007,70,3,0,3.5,,5868,41,741400,702200
10720,2007.25,70,3,25000,4,1434,5868,41,741400,702200
10720,2007.5,70,3,10000,5,1788,8636,13,701200,681000
10720,2007.75,70,3,410000,3.5,400,4314,13,701200,681000
10720,2008,70,3,,2.5,,4327,41,741400,702200
10720,2008.25,70,3,434322,3,502,4866,41,741400,702200
10720,2008.5,70,3,,3,538,4866,13,701200,681000
10720,2008.75,70,3,0,2.5,538,5116,13,701200,681000
10749,2005,70,3,,,,,13,702000,682000
10749,2005.25,70,3,,,,,13,702000,682000
10749,2005.5,70,3,,,,,13,702000,682000
10749,2005.75,70,3,,,,,13,702000,682000
10749,2006,70,3,,6.5,,6532,13,702000,682000
10749,2006.25,70,3,,8,,8871,13,702000,682000
10749,2006.5,70,3,,7.5,,10121,13,702000,682000
10749,2006.75,70,3,,6,,6861,13,702000,682000
10749,2007,70,3,287842,5.5,1342,13506,13,702000,682000
10749,2007.25,70,3,280199,6,1431,13506,13,702000,682000
10749,2007.5,70,3,277393,4.5,1053,11979,13,702000,682000
10749,2007.75,70,3,278505,5,1107,11646,13,702000,682000
10749,2008,70,3,278609,5,1074,11809,13,702000,682000
10749,2008.25,70,3,380463,5,1152,19889,13,702000,682000
10749,2008.5,70,3,475726,4.5,991,19484,13,702000,682000
10749,2008.75,70,3,474385,4,1026,18411,13,702000,682000
10754,2005,70,3,,,,,27,702000,682000
10754,2005.25,70,3,,,,,27,702000,682000
10754,2005.5,70,3,,,,,27,702000,682000
10754,2005.75,70,3,,,,,27,702000,772900
10754,2006,70,3,,2,,2475,27,702000,682000
10754,2006.25,70,3,,2,,2475,27,702000,682000
10754,2006.5,70,3,,2,,2700,27,702000,682000
10754,2006.75,70,3,,2,,1082,27,702000,772900
10754,2007,70,3,,2,,2574,27,702000,682000
10754,2007.25,70,3,,2,,2574,27,702000,682000
10754,2007.5,70,3,,4,,8190,27,702000,682000
10754,2007.75,70,3,,3.5,,5194,27,702000,772900
10754,2008,70,3,85413,5,477,8242,27,702000,682000
10754,2008.25,70,3,120595,7,2987,21753,27,702000,682000
10754,2008.5,70,3,79448,8,4096,29714,27,702000,682000
10754,2008.75,70,3,78123,8.5,3024,29548,27,702000,772900
10773,2005,70,3,,,,,13,701200,681000
10773,2005.25,70,3,,,,,13,701200,681000
10773,2005.5,70,3,,,,,13,701200,681000
10773,2005.75,70,3,,,,,13,701200,681000
10773,2006,70,3,,1,,825,13,701200,681000
10773,2006.25,70,3,,1,,825,13,701200,681000
10773,2006.5,70,3,,1,,900,13,701200,681000
10773,2006.75,70,3,,2.5,,21163,13,701200,681000
10773,2007,70,3,43594,4,1026,25371,13,701200,681000
10773,2007.25,70,3,903791,4,945,25371,13,701200,681000
10773,2007.5,70,3,125333,5,1045,44393,13,701200,681000
10773,2007.75,70,3,1047489,5,1539,44383,13,701200,681000
10773,2008,70,3,127120,5,1386,44071,13,701200,681000
10773,2008.25,70,3,129478,5,1478,42186,13,701200,681000
10773,2008.5,70,3,125063,4.5,1478,50576,13,701200,681000
10773,2008.75,70,3,87017,4,1047,25431,13,701200,681000
10782,2005,70,3,,,,,13,703100,683100
10782,2005.25,70,3,,,,,13,703100,683100
10782,2005.5,70,3,,,,,13,701100,411000
10782,2005.75,70,3,,,,,13,701100,411000
10782,2006,70,3,437015,30.5,13104,343193,13,703100,683100
10782,2006.25,70,3,1065986,31,10774,462256,13,703100,683100
10782,2006.5,70,3,1140624,29.5,10775,418665,13,701100,411000
10782,2006.75,70,3,1666093,28.5,15000,462070,13,701100,411000
10782,2007,70,3,920566,28.5,15000,522631,13,703100,683100
10782,2007.25,70,3,2338218,29,13392,522631,13,703100,683100
10782,2007.5,70,3,850859,30.5,11109,584878,13,701100,411000
10782,2007.75,70,3,2139095,29.5,10816,591408,13,701100,411000
10782,2008,70,3,673486,30,11021,597299,13,703100,683100
10782,2008.25,70,3,1341118,30.5,10055,559824,13,703100,683100
10782,2008.5,70,3,860964,29,11383,880995,13,701100,411000
10782,2008.75,70,3,2894336,13.5,10440,503470,13,701100,411000
10802,2005,70,3,,,,,21,701100,411000
10802,2005.25,70,3,,,,,21,702000,682000
10802,2005.5,70,3,,,,,13,702000,682000
10802,2005.75,70,3,,,,,13,702000,682000
10802,2006,70,3,,6.5,,15101,21,701100,411000
10802,2006.25,70,3,,36,,333812,21,702000,682000
10802,2006.5,70,3,,55,,379454,13,702000,682000
10802,2006.75,70,3,,53.5,,289005,13,702000,682000
10802,2007,70,3,2289327,59,23352,302871,21,701100,411000
10802,2007.25,70,3,2305826,59,,302871,21,702000,682000
10802,2007.5,70,3,2419876,39,15751,217107,13,702000,682000
10802,2007.75,70,3,2465360,41.5,18320,240794,13,702000,682000
10802,2008,70,3,2765566,41,17173,254804,21,701100,411000
10802,2008.25,70,3,590355,26.5,16988,226607,21,702000,682000
10802,2008.5,70,3,1695235,14,6944,131691,13,702000,682000
10802,2008.75,70,3,1653676,11.5,5643,119733,13,702000,682000
10819,2005,70,3,0,2,488,1500,13,701100,411000
10819,2005.25,70,3,0,2,512,1500,13,701100,411000
10819,2005.5,70,3,299999,2,472,1648,13,701100,411000
10819,2005.75,70,3,0,2,496,1650,13,701100,411000
10819,2006,70,3,,2,,1650,13,701100,411000
10819,2006.25,70,3,,2,,1650,13,701100,411000
10819,2006.5,70,3,,2,,1792,13,701100,411000
10819,2006.75,70,3,,2,,1800,13,701100,411000
10819,2007,70,3,,2,,1800,13,701100,411000
10819,2007.25,70,3,,2,,1800,13,701100,411000
10819,2007.5,70,3,,2,,2101,13,701100,411000
10819,2007.75,70,3,,2,,2100,13,701100,411000
10819,2008,70,3,,2,,2400,13,701100,411000
10819,2008.25,70,3,,2,,2400,13,701100,411000
10819,2008.5,70,3,,2,,2429,13,701100,411000
10819,2008.75,70,3,0,2,,2400,13,701100,411000
10823,2005,70,3,,,,,21,701100,411000
10823,2005.25,70,3,,,,,21,701100,411000
10823,2005.5,70,3,,,,,21,702000,682000
10823,2005.75,70,3,,,,,21,702000,682000
10823,2006,70,3,,1,,2369,21,701100,411000
10823,2006.25,70,3,,1,,2400,21,701100,411000
10823,2006.5,70,3,,1,,2400,21,702000,682000
10823,2006.75,70,3,,1,,3000,21,702000,682000
10823,2007,70,3,,1,,3000,21,701100,411000
10823,2007.25,70,3,,1,,3000,21,701100,411000
10823,2007.5,70,3,,1,,3000,21,702000,682000
10823,2007.75,70,3,,1,,3000,21,702000,682000
10823,2008,70,3,476525,1,48,3000,21,701100,411000
10823,2008.25,70,3,434502,1,54,2999,21,701100,411000
10823,2008.5,70,3,435027,1,44,3000,21,702000,682000
10823,2008.75,70,3,434502,1,48,3000,21,702000,682000
10824,2005,70,3,,,,,,,
10824,2005.25,70,3,,,,,13,702000,682000
10824,2005.5,70,3,,,,,13,702000,682000
10824,2005.75,70,3,,,,,13,702000,682000
10824,2006,70,3,,14.5,,44364,,,
10824,2006.25,70,3,,15.5,,42192,13,702000,682000
10824,2006.5,70,3,,18,,62047,13,702000,682000
10824,2006.75,70,3,,23.5,,103716,13,702000,682000
10824,2007,70,3,9504300,27.5,8634,107938,,,
10824,2007.25,70,3,1072857,28,9106,107938,13,702000,682000
10824,2007.5,70,3,9249817,30.5,10532,302800,13,702000,682000
10824,2007.75,70,3,1422140,31.5,10547,247432,13,702000,682000
10824,2008,70,3,1147059,31.5,9964,256662,,,
10824,2008.25,70,3,2227716,33,11203,279376,13,702000,682000
10824,2008.5,70,3,1049735,32.5,11454,297849,13,702000,682000
10824,2008.75,70,3,1670091,28,10627,272529,13,702000,682000
10841,2005,70,3,,,,,78,702000,682000
10841,2005.25,70,3,,,,,78,702000,682000
10841,2005.5,70,3,,,,,78,702000,682000
10841,2005.75,70,3,,,,,78,702000,682000
10841,2006,70,3,1217661,2,247,813,78,702000,682000
10841,2006.25,70,3,1087335,2,240,787,78,702000,682000
10841,2006.5,70,3,991184,2,252,920,78,702000,682000
10841,2006.75,70,3,904161,2,244,891,78,702000,682000
10841,2007,70,3,912101,2,248,908,78,702000,682000
10841,2007.25,70,3,1022139,2,248,908,78,702000,682000
10841,2007.5,70,3,1113969,2,252,1056,78,702000,682000
10841,2007.75,70,3,1082990,2,252,1056,78,702000,682000
10841,2008,70,3,1035462,2,228,1106,78,702000,682000
10841,2008.25,70,3,1005171,2,268,1331,78,702000,682000
10841,2008.5,70,3,976881,2,316,6337,78,702000,682000
10841,2008.75,70,3,962550,2,581,20488,78,702000,682000
10865,2005,70,3,,,,,29,701100,411000
10865,2005.25,70,3,,,,,29,701100,411000
10865,2005.5,70,3,,,,,29,701200,681000
10865,2005.75,70,3,,,,,29,701200,681000
10865,2006,70,3,,5.5,,18066,29,701100,411000
10865,2006.25,70,3,,5.5,,18258,29,701100,411000
10865,2006.5,70,3,,6,,19125,29,701200,681000
10865,2006.75,70,3,,6.5,,18966,29,701200,681000
10865,2007,70,3,2154391,7.5,3641,21873,29,701100,411000
10865,2007.25,70,3,623000,8,3549,21873,29,701100,411000
10865,2007.5,70,3,514718,8,3215,51333,29,701200,681000
10865,2007.75,70,3,874120,8,3510,51000,29,701200,681000
10865,2008,70,3,1861515,8,3157,46950,29,701100,411000
10865,2008.25,70,3,1822286,7.5,2870,46903,29,701100,411000
10865,2008.5,70,3,49711,6.5,2484,44102,29,701200,681000
10865,2008.75,70,3,536763,6,2220,37999,29,701200,681000
10910,2005,70,3,,,,,13,701100,411000
10910,2005.25,70,3,,,,,13,701100,411000
10910,2005.5,70,3,,,,,13,701100,411000
10910,2005.75,70,3,,,,,13,701200,681000
10910,2006,70,3,,2.5,,16495,13,701100,411000
10910,2006.25,70,3,,3,,16858,13,701100,411000
10910,2006.5,70,3,,3,,16927,13,701100,411000
10910,2006.75,70,3,,3,,16855,13,701200,681000
10910,2007,70,3,,3,,16859,13,701100,411000
10910,2007.25,70,3,,3,,16859,13,701100,411000
10910,2007.5,70,3,,2.5,,19787,13,701100,411000
10910,2007.75,70,3,,1.5,,17666,13,701200,681000
10910,2008,70,3,19059,1,204,10673,13,701100,411000
10910,2008.25,70,3,9655,1.5,390,19791,13,701100,411000
10910,2008.5,70,3,,2,292,17841,13,701100,411000
10910,2008.75,70,3,0,2,252,16440,13,701200,681000
10915,2005,70,3,11003152,3,1219,63673,13,701100,411000
10915,2005.25,70,3,102214,5,2300,84450,13,701100,411000
10915,2005.5,70,3,38075,5,2199,85611,13,701100,411000
10915,2005.75,70,3,13056218,6,3290,126226,13,701100,411000
10915,2006,70,3,5991640,10,4680,116945,13,701100,411000
10915,2006.25,70,3,19759,11,5207,177929,13,701100,411000
10915,2006.5,70,3,5835432,12,5416,176927,13,701100,411000
10915,2006.75,70,3,11970176,9.5,4524,195900,13,701100,411000
10915,2007,70,3,28345,6.5,2404,166279,13,701100,411000
10915,2007.25,70,3,5186,7,2949,166279,13,701100,411000
10915,2007.5,70,3,687022,9,3292,183135,13,701100,411000
10915,2007.75,70,3,7091008,9,4101,191490,13,701100,411000
10915,2008,70,3,807206,8.5,3577,188156,13,701100,411000
10915,2008.25,70,3,11249,8,2145,160266,13,701100,411000
10915,2008.5,70,3,10312,8,2997,146297,13,701100,411000
10915,2008.75,70,3,14484821,8,3573,171844,13,701100,411000
10937,2005,70,3,,,,,41,701100,411000
10937,2005.25,70,3,,,,,41,701100,411000
10937,2005.5,70,3,,,,,41,701100,411000
10937,2005.75,70,3,,,,,41,701100,411000
10937,2006,70,3,,4.5,,6851,41,701100,411000
10937,2006.25,70,3,,4.5,,11650,41,701100,411000
10937,2006.5,70,3,,5,,12613,41,701100,411000
10937,2006.75,70,3,,4.5,,11004,41,701100,411000
10937,2007,70,3,0,3.5,,21880,41,701100,411000
